FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
SECOND,2007,Lightning,2.5,34.02722222,-109.3347222,AZ
PRICE,2007,Miscellaneous,2.5,40.68583333,-123.2666667,CA
"HIGHWAY 152",2007,Miscellaneous,10,32.79944444,-108.135,NM
NUTTERS,2007,Lightning,2.5,39.96833333,-110.3891667,UT
"STRAWBERRY PEAK",2007,Lightning,2.5,40.03916667,-110.9966667,UT
"HIDDEN LAKE",2007,Lightning,2.5,34.0475,-109.4094444,AZ
BOSWELL,2007,Miscellaneous,5,36.51611111,-88.02388889,TN
SUNDAY,2007,Lightning,2.5,33.85194444,-109.3663889,AZ
"TRACE/FT. HENRY",2007,Miscellaneous,2.5,36.52055556,-87.92111111,TN
"APRIL FOOL",2007,Lightning,5,36.77527778,-88.03444444,KY
"LONG LAKE",2007,Lightning,2.5,34.2675,-109.9905556,AZ
"KIRKMAN CAMP",2007,Miscellaneous,10,36.59388889,-87.95277778,TN
"CARROLL CREEK",2007,Lightning,2.5,43.64388889,-103.6213889,SD
FOSSIL,2007,Miscellaneous,10,43.52166667,-103.5319444,SD
"SHEEP CORRAL SPRING",2007,Lightning,5,44.01611111,-118.5983333,OR
"POISON SPRINGS",2007,Lightning,2.5,32.26638889,-108.1027778,NM
NORBECK,2007,Lightning,2.5,43.85222222,-103.43,SD
"KLONDIKE CREEK",2007,Lightning,5,47.04527778,-112.7555556,MT
#7278,2007,Lightning,2.5,43.73722222,-118.9075,OR
"APPLE VALLEY",2007,Lightning,2.5,43.64666667,-103.5277778,SD
VISTA,2007,Lightning,2.5,32.91444444,-107.7766667,NM
PINE,2007,Lightning,2.5,34.39666667,-111.4933333,AZ
"THREE CIRCLE",2007,Lightning,5,32.94138889,-108.1161111,NM
PIT,2007,Lightning,2.5,34.37111111,-111.4297222,AZ
"SILVER PEAK",2007,Lightning,5,44.07555556,-103.5913889,SD
ARRASTRA,2007,Lightning,2.5,32.88972222,-108.3266667,NM
RED,2007,Lightning,2.5,34.36944444,-111.4133333,AZ
SCOTT,2007,Lightning,2.5,32.94555556,-108.2086111,NM
ALLIE,2007,Lightning,2.5,32.91638889,-108.1397222,NM
TINA,2007,Lightning,2.5,39.97638889,-110.3786111,UT
SHOOFLY,2007,Lightning,2.5,34.29527778,-111.3083333,AZ
"UPPER STILLWATER",2007,Lightning,2.5,40.57416667,-110.6911111,UT
CHERRY,2007,Lightning,2.5,32.91638889,-108.2086111,NM
RKT,2007,Lightning,2.5,33.81972222,-109.4625,AZ
CAVE,2007,Lightning,2.5,34.295,-111.1908333,AZ
"WEST FORK",2007,Lightning,2.5,33.81111111,-109.4130556,AZ
PERLEY,2007,Lightning,2.5,34.34694444,-111.2436111,AZ
"COYOTE CREEK",2007,Lightning,2.5,33.83388889,-109.2311111,AZ
"STRAWBERRY PEAK #2",2007,Lightning,2.5,40.04694444,-111.0191667,UT
"LONG CANYON",2007,Lightning,2.5,33.69055556,-109.3761111,AZ
"DEER CREEK",2007,Lightning,2.5,33.81611111,-109.3458333,AZ
"2 EARLY",2007,Arson,5,30.66527778,-88.91777778,MS
"MARDI GRAS",2007,Arson,10,30.62194444,-88.86722222,MS
DONKEY,2007,Arson,5,30.63055556,-88.87444444,MS
"BRITT RD",2007,Campfire,2.5,44.43972222,-83.76166667,MI
"DEERLAND RD",2007,"Debris Burning",2.5,44.51277778,-83.74583333,MI
STUCKY,2007,"Equipment Use",10,31.12916667,-88.985,MS
"LITTLE BARN",2007,Miscellaneous,2.5,44.39444444,-83.48083333,MI
CLIFTON,2007,"Equipment Use",10,31.08027778,-89.05305556,MS
"TROUT LAKE",2007,Campfire,2.5,44.65555556,-83.69861111,MI
BUDDAH,2007,Smoking,2.5,30.75194444,-88.91,MS
"BELT BUCKLE",2007,Miscellaneous,5,30.80277778,-88.90583333,MS
"SOUTHERN COMFORT",2007,"Debris Burning",5,30.60583333,-88.84861111,MS
LAUNDRY,2007,Arson,15,30.98916667,-89.11694444,MS
"SMOKING GATE",2007,"Equipment Use",5,30.93777778,-89.32777778,MS
TRADITIONS,2007,Miscellaneous,10,30.57527778,-89.06027778,MS
FATS,2007,Arson,5,31.13083333,-88.86333333,MS
"CIGAR BUTT",2007,Arson,5,30.79027778,-88.92333333,MS
MANESS,2007,Lightning,2.5,33.685,-109.0577778,AZ
LUNAR,2007,Arson,10,30.76888889,-88.83972222,MS
ECLIPSE,2007,Arson,10,30.76972222,-88.84027778,MS
CONTACT,2007,Lightning,5,45.51305556,-110.2130556,MT
TRAP,2007,Lightning,2.5,33.94888889,-109.4438889,AZ
LAURALEE,2007,"Debris Burning",5,31.0225,-88.79194444,MS
DON,2007,Lightning,2.5,34.36083333,-111.1055556,AZ
RIG,2007,Arson,10,30.96138889,-89.29888889,MS
"TRACTOR BOG",2007,Arson,5,30.96222222,-89.31305556,MS
LANDRUM,2007,Arson,10,30.94805556,-89.32694444,MS
BALDY,2007,Lightning,2.5,45.60611111,-110.4658333,MT
POW,2007,Lightning,2.5,34.36805556,-111.0780556,AZ
"GAP LODE",2007,Lightning,5,43.86555556,-103.5736111,SD
"BALDY 2",2007,Lightning,2.5,45.60666667,-110.4605556,MT
"WEST MORRIS MOUNTAIN",2007,Arson,5,35.43305556,-79.99861111,NC
CREVICE,2007,Lightning,2.5,45.03222222,-110.5872222,MT
"BIRCH CREEK",2007,Lightning,5,46.46861111,-111.2172222,MT
QUARRY,2007,Lightning,5,43.46583333,-103.9202778,SD
SHACK,2007,Lightning,2.5,33.98833333,-109.5036111,AZ
LOST,2007,Campfire,2.5,39.66305556,-106.5797222,CO
ROBERTS,2007,Lightning,2.5,34.32944444,-111.1655556,AZ
"QUARRY CANYON",2007,Lightning,5,43.40583333,-103.7522222,SD
"LITTLE TRAIL CREEK",2007,Lightning,2.5,45.05861111,-110.7427778,MT
SHIELDS,2007,Lightning,2.5,46.10666667,-110.4444444,MT
STINKY,2007,Arson,5,30.92333333,-89.31138889,MS
WABASH,2007,Lightning,2.5,43.7675,-103.7094444,SD
ADOBE,2007,Lightning,5,33.55833333,-107.8327778,NM
DANA,2007,Arson,10,30.91666667,-89.32055556,MS
"WAR EAGLE",2007,Lightning,2.5,45.26333333,-110.2622222,MT
RIM,2007,Lightning,5,34.375,-111.1572222,AZ
SUNLIGHT,2007,Lightning,5,46.12833333,-110.3936111,MT
"MIKE'S HOT CAR LOT",2007,"Debris Burning",10,31.21805556,-89.2375,MS
"HAY LAKE",2007,Lightning,2.5,34.00666667,-109.4311111,AZ
BIKE,2007,Campfire,2.5,44.43944444,-83.38833333,MI
"ALKALI CREEK",2007,Lightning,10,43.59583333,-104.4544444,WY
"WOLF RIVER",2007,"Debris Burning",5,30.73305556,-89.35666667,MS
ELL,2007,Lightning,2.5,34.32833333,-111.1577778,AZ
"JUNKYARD DAWG",2007,Miscellaneous,5,30.85055556,-89.15722222,MS
RENO,2007,Lightning,2.5,33.65027778,-109.4163889,AZ
PALOMAS,2007,Lightning,5,33.2475,-107.7625,NM
"HALF MOON",2007,Campfire,2.5,39.51472222,-106.4338889,CO
MOORE,2007,Lightning,2.5,34.39194444,-111.1755556,AZ
DRAW,2007,Lightning,2.5,34.3575,-111.1472222,AZ
BERRY,2007,Campfire,2.5,39.66472222,-106.5788889,CO
ESTATES,2007,Lightning,2.5,34.36888889,-111.3686111,AZ
PARIS,2007,"Debris Burning",5,36.41722222,-112.2969444,AZ
"BLUE LAKES",2007,Miscellaneous,2.5,38.71305556,-119.9319444,CA
"GRAVEL PIT #2",2007,Campfire,2.5,39.72583333,-107.6422222,CO
MINERAL,2007,Lightning,2.5,33.94055556,-107.7572222,NM
"BERRY CREEK",2007,Miscellaneous,10,39.66583333,-106.5694444,CO
"CHACTAW CREEK",2007,"Debris Burning",10,30.64861111,-89.05194444,MS
"RR 66",2007,Railroad,5,43.43611111,-105.3425,WY
CONKLIN,2007,Lightning,2.5,33.64138889,-109.4230556,AZ
"LONG WIND",2007,"Equipment Use",15,31.13194444,-88.97944444,MS
CURTIS,2007,Lightning,2.5,33.02555556,-107.7697222,NM
WILDCAT,2007,Lightning,5,43.61666667,-104.715,WY
HIDDEN,2007,Miscellaneous,2.5,38.73027778,-119.79,CA
"TRAIL MEADOW",2007,Miscellaneous,2.5,37.87416667,-118.2875,NV
CARBONTE,2007,Lightning,2.5,32.93555556,-107.7355556,NM
"LONE MOUNTAIN",2007,Lightning,5,33.78888889,-105.7313889,NM
HAWK,2007,Lightning,2.5,32.98972222,-107.7711111,NM
SAURKRAUT,2007,Lightning,2.5,46.55166667,-112.8025,MT
MAIN,2007,Miscellaneous,5,33.82583333,-117.5763889,CA
TOWER,2007,Lightning,5,33.68583333,-105.7127778,NM
BEAR,2007,Lightning,2.5,34.29916667,-111.0766667,AZ
"TRAIL POND",2007,Miscellaneous,2.5,37.87555556,-118.2791667,NV
"WADE HILL",2007,Lightning,35,43.81416667,-104.5144444,WY
SPRING,2007,Lightning,2.5,33.41166667,-105.8277778,NM
BONITA,2007,Lightning,2.5,34.36666667,-111.2047222,AZ
STATE,2007,Lightning,2.5,34.35861111,-111.1730556,AZ
"Z V CREEK",2007,Miscellaneous,5,44.70388889,-105.2755556,WY
"MUSH CREEK",2007,Lightning,10,43.77305556,-104.6094444,WY
ADAMS,2007,Lightning,2.5,47.29611111,-115.5138889,ID
SAGE,2007,Lightning,50,37.13,-118.385,CA
"COLAMITY GULCH",2007,Lightning,2.5,43.33611111,-105.3694444,WY
"LITTLE FELLER",2007,Lightning,2.5,47.21861111,-115.4886111,ID
"PINE CREST",2007,Miscellaneous,2.5,33.74722222,-116.7280556,CA
"ROLAND SUMMIT",2007,Lightning,5,47.34972222,-115.6258333,ID
"LITTLE THUNDER CREEK",2007,Railroad,25,43.70222222,-105.3608333,WY
UPPER,2007,Campfire,2.5,33.81166667,-116.6358333,CA
"PINEY CREEK",2007,Lightning,5,43.58388889,-105.0644444,WY
LODGE,2007,Lightning,2.5,37.12083333,-118.43,CA
"LEFT FORK ANTELOPE",2007,Lightning,2.5,39.9375,-110.3980556,UT
FULTON,2007,Lightning,2.5,34.295,-110.8930556,AZ
"BOUNDARY PEAK",2007,Lightning,2.5,37.83888889,-118.3808333,CA
"WEST FORK",2007,Miscellaneous,10,43.945,-104.68,WY
CREEK,2007,Lightning,2.5,34.3825,-111.1266667,AZ
DUCKETT,2007,Campfire,2.5,38.25055556,-105.6666667,CO
WARREN,2007,Lightning,5,37.19416667,-118.3622222,CA
"SECTION 10",2007,Lightning,2.5,33.84416667,-109.2772222,AZ
MONTGOMERY,2007,Miscellaneous,5,37.83222222,-118.3294444,NV
"LOWER PALISADES",2007,Campfire,5,43.43111111,-111.1522222,ID
SHEEP,2007,Lightning,5,42.21805556,-112.5627778,ID
"JENKINS HOLLOW",2007,Lightning,10,42.04111111,-112.1644444,ID
TOPONCE,2007,Lightning,2.5,42.78527778,-112.1391667,ID
CAMPGROUND,2007,Miscellaneous,5,44.49361111,-111.2538889,ID
CHICK,2007,Lightning,5,44.40361111,-111.2930556,ID
"TWO TOP",2007,Lightning,5,44.60888889,-111.2963889,ID
"HURRICANE CREEK",2007,Arson,5,30.91611111,-89.3225,MS
"HALF INCH",2007,Arson,5,30.57333333,-89.11111111,MS
BRONTASAURUS,2007,"Equipment Use",10,30.99055556,-88.81388889,MS
PEGLEG,2007,Arson,10,30.60888889,-89.055,MS
"CEDAR CREEK",2007,Lightning,5,34.94944444,-93.57527778,AR
HELIX,2007,Arson,5,30.66583333,-89.17666667,MS
"DROWNED PUPPY",2007,Arson,2.5,30.65361111,-89.08166667,MS
DILLA,2007,"Debris Burning",10,30.76388889,-89.42111111,MS
HOWISON,2007,Miscellaneous,10,30.66444444,-89.14916667,MS
CRYSTAL,2007,Lightning,2.5,33.42777778,-108.7019444,NM
"HOORAH NEST",2007,"Debris Burning",5,31.06,-88.98027778,MS
SCRATCHLINE,2007,"Debris Burning",5,30.58638889,-88.83361111,MS
"SECTION 16",2007,Lightning,2.5,33.83333333,-109.2930556,AZ
TRACKHOE,2007,"Debris Burning",5,30.57472222,-89.11694444,MS
ALLIS,2007,"Equipment Use",5,36.70583333,-91.12055556,MO
CROSSTIE,2007,"Debris Burning",5,30.71611111,-88.94805556,MS
SITE_25,2007,Campfire,2.5,33.39055556,-117.2722222,CA
"3 MILE",2007,Arson,10,30.67638889,-89.08972222,MS
PAJARITO,2007,Lightning,2.5,35.88638889,-106.3477778,NM
VALLE,2007,Lightning,2.5,35.86333333,-106.3988889,NM
MAY,2007,Lightning,2.5,35.88555556,-106.3719444,NM
"TOWER ROAD",2007,Campfire,2.5,45.39138889,-112.8883333,MT
"TOMICHI DOME",2007,Lightning,2.5,38.49083333,-106.545,CO
"AUGUST LAKE",2007,Lightning,2.5,47.77138889,-91.6225,MN
"TWIN ADAMS",2007,Lightning,5,45.475,-112.8044444,MT
PRESIDENT,2007,Miscellaneous,5,31.29944444,-91.02083333,MS
SUNBURN,2007,Lightning,2.5,35.8375,-106.3811111,NM
CONTROL,2007,Lightning,2.5,34.36527778,-111.2233333,AZ
"SLIM LAKE",2007,Campfire,5,47.99638889,-91.97472222,MN
BERRYTOWN,2007,"Debris Burning",5,31.38638889,-90.77555556,MS
MANN,2007,Lightning,5,43.37083333,-104.9288889,WY
PAINTER,2007,Lightning,5,48.14472222,-113.2691667,MT
"EARLY MORNING",2007,Miscellaneous,5,31.5775,-90.73305556,MS
PAREJO,2007,Lightning,2.5,35.78111111,-106.1688889,NM
"BLACK MOUNTAIN #1",2007,Arson,2.5,45.31666667,-112.9902778,MT
"BLACK CANYON",2007,Lightning,2.5,44.83972222,-113.3677778,MT
"RED BEAN",2007,Miscellaneous,15,31.3325,-90.855,MS
POWERLINE,2007,Lightning,2.5,33.41444444,-108.3125,NM
NORTH,2007,Lightning,5,34.39611111,-111.3008333,AZ
HOG,2007,Miscellaneous,10,31.31416667,-91.01805556,MS
CALCOTE,2007,Miscellaneous,10,31.5375,-90.73722222,MS
"TURKEY ROOST",2007,Miscellaneous,10,31.3325,-90.90444444,MS
SEVEN,2007,Lightning,5,34.39861111,-111.1791667,AZ
"GREEN GROVE",2007,Miscellaneous,5,32.25861111,-89.46638889,MS
1993,2007,Lightning,2.5,47.1625,-115.7022222,ID
STUB-MINK,2007,Lightning,5,47.04194444,-115.7030556,ID
MIDGE,2007,Campfire,2.5,37.25916667,-119.1422222,CA
NUGGET,2007,Lightning,5,47.08166667,-115.6394444,ID
BREWER,2007,Campfire,2.5,37.16916667,-119.1197222,CA
"COPPERWIRE FIRE",2007,Miscellaneous,2.5,44.175,-122.1422222,OR
DUTCH,2007,Lightning,5,37.23583333,-118.9930556,CA
SITE_27,2007,Campfire,2.5,33.39083333,-117.2716667,CA
SITE_21,2007,Campfire,2.5,33.39083333,-117.2727778,CA
"INCIDENT 071",2007,Campfire,2.5,44.14666667,-121.9302778,OR
HIGHWAY,2007,Miscellaneous,2.5,33.59194444,-117.4688889,CA
MOGOLLON,2007,Lightning,2.5,34.33722222,-110.98,AZ
CASPER,2007,Lightning,2.5,34.30861111,-111.4697222,AZ
"SUNNY SIDE",2007,Lightning,5,44.11194444,-103.5836111,SD
PICNIC,2007,Campfire,2.5,39.14555556,-120.7936111,CA
TIN_MINE,2007,Campfire,2.5,33.83666667,-117.6083333,CA
BLUEBERRY,2007,"Debris Burning",5,60.86666667,-148.9666667,AK
SAN_JUAN_4,2007,Campfire,2.5,33.60694444,-117.4327778,CA
BERRY,2007,Lightning,2.5,39.60027778,-120.4427778,CA
WELLER,2007,Miscellaneous,2.5,39.12555556,-106.7416667,CO
ELWELL,2007,Lightning,5,39.72055556,-120.6838889,CA
DUNCAN,2007,Lightning,2.5,39.17388889,-120.4375,CA
CRANBERRY,2007,Lightning,5,44.40777778,-104.1411111,WY
ROCK,2007,Lightning,5,44.45944444,-104.5180556,WY
COOT,2007,Smoking,2.5,39.89777778,-120.4808333,CA
SUGAR,2007,Miscellaneous,2.5,39.11694444,-120.7752778,CA
REED,2007,Campfire,5,39.47944444,-106.5058333,CO
SCOTT,2007,Railroad,15,39.81277778,-120.0933333,CA
DIAMOND,2007,Lightning,2.5,39.38583333,-106.9447222,CO
"STAMPEDE 1",2007,Miscellaneous,2.5,39.49861111,-120.0997222,CA
BOCA,2007,Campfire,2.5,39.42361111,-120.0858333,CA
OR-MAF-189,2007,Lightning,5,44.19388889,-118.8052778,OR
"STAMPEDE 2",2007,Miscellaneous,2.5,39.49361111,-120.0922222,CA
OR-MAF-138,2007,Lightning,10,44.59666667,-118.4313889,OR
"LAST CHANCE",2007,Miscellaneous,2.5,39.01027778,-120.8447222,CA
WEBBER,2007,Lightning,5,39.41194444,-120.435,CA
SILVER,2007,Lightning,5,39.63527778,-120.2191667,CA
MOTORHOME,2007,Miscellaneous,2.5,60.45027778,-149.3669444,AK
POWER,2007,Campfire,2.5,60.46694444,-149.7002778,AK
"GWENNIES 1",2007,Campfire,2.5,60.48333333,-149.9,AK
"GWENNIES 2",2007,Campfire,2.5,60.48333333,-149.8836111,AK
"STUMP GULCH",2007,Lightning,5,46.82777778,-111.8536111,MT
YESTERDAY,2007,Miscellaneous,2.5,43.37277778,-122.6411111,OR
"OGDEN #3",2007,Lightning,2.5,46.87694444,-112.8177778,MT
"LITTLE WALL SPOT",2007,Lightning,2.5,44.98833333,-119.5066667,OR
JACKSTRAW,2007,Lightning,5,46.95361111,-112.4191667,MT
LOG,2007,Lightning,5,44.84222222,-115.6258333,ID
"ANACONDA CREEK",2007,Lightning,5,47.04638889,-112.3391667,MT
O'REILLY,2007,Miscellaneous,2.5,46.88111111,-112.6269444,MT
ARRASTRA,2007,Lightning,5,47.025,-112.8497222,MT
EAGLE,2007,Lightning,2.5,39.21861111,-105.6436111,CO
"WAIT MOUNTAIN",2007,Lightning,25,37.81388889,-79.85166667,VA
"UTE CREEK",2007,Lightning,5,39.17527778,-105.5136111,CO
NORTON,2007,Lightning,5,47.11444444,-116.2272222,ID
"FIRE 33",2007,Lightning,5,47.11916667,-116.2055556,ID
"LINES CREEK",2007,Lightning,5,47.12472222,-116.2147222,ID
CONFLUENCE,2007,Lightning,2.5,39.40555556,-105.1775,CO
"NOBLE GULCH",2007,Campfire,2.5,43.82,-115.8213889,ID
TOLES,2007,Lightning,5,47.12694444,-116.2161111,ID
"WEASEL CREEK",2007,Lightning,2.5,46.425,-111.7008333,MT
"SLEEPY STEVENS",2007,Lightning,5,39.41944444,-105.0933333,CO
DAVIS,2007,Lightning,2.5,39.96472222,-111.2413889,UT
"MT. ANN",2007,Lightning,2.5,39.3925,-105.3025,CO
CROOK,2007,Campfire,2.5,43.96527778,-115.5772222,ID
FLUME,2007,Lightning,2.5,34.19611111,-109.94,AZ
"TRASK RANCH",2007,"Debris Burning",5,46.74416667,-110.3266667,MT
"SHOW LOW LAKE",2007,Miscellaneous,2.5,34.19888889,-110.01,AZ
"SCOTT CAMP",2007,"Equipment Use",2.5,43.92916667,-115.9661111,ID
"WOOD CREEK",2007,Lightning,35,43.52277778,-115.865,ID
"MOUNTAIN CHIEF",2007,Lightning,10,43.92833333,-115.9955556,ID
SUGARLOAF,2007,Lightning,2.5,47.41944444,-112.9322222,MT
CALIFORNIA,2007,Lightning,5,43.95472222,-115.9686111,ID
ROBIE,2007,Lightning,5,43.685,-116.0408333,ID
"FALL CREEK",2007,Lightning,2.5,43.94916667,-116.0361111,ID
"POLE LINE",2007,Miscellaneous,5,39.94083333,-111.7816667,UT
"WILD HORSE",2007,Lightning,5,36.77055556,-112.2286111,AZ
"WORK CENTER",2007,Lightning,2.5,44.10194444,-103.4677778,SD
CAMEL,2007,Campfire,2.5,40.21166667,-111.5797222,UT
"THREE LAKES",2007,Lightning,2.5,36.64055556,-112.2133333,AZ
TELEPHONE,2007,Lightning,2.5,36.56861111,-112.1666667,AZ
DRY,2007,Campfire,5,36.45916667,-112.2725,AZ
"BUCK HORN",2007,Lightning,5,36.67972222,-112.4402778,AZ
"CLEAR LAKE",2007,Campfire,2.5,47.90416667,-91.63277778,MN
TABLE,2007,Lightning,5,36.67527778,-112.4402778,AZ
AGATE,2007,Lightning,15,43.36222222,-103.9511111,SD
WILSON,2007,Lightning,2.5,38.91972222,-105.3497222,CO
"PICKET PEN",2007,Lightning,2.5,45.43,-109.94,MT
RIDGE,2007,Lightning,2.5,40.02972222,-120.7566667,CA
PERAZZO,2007,Lightning,2.5,39.46805556,-120.3519444,CA
PLAIN,2007,Lightning,2.5,33.66777778,-111.1619444,AZ
COYOTE,2007,Lightning,2.5,40.38138889,-111.0955556,UT
NERVINO,2007,Railroad,5,39.80361111,-120.3775,CA
TUNNEL,2007,Campfire,5,39.26083333,-120.6558333,CA
"BUFFALO CANYON",2007,Lightning,2.5,40.03666667,-111.1369444,UT
"WEST CREEK",2007,Lightning,2.5,40.43888889,-105.4952778,CO
RANDY,2007,Lightning,2.5,40.02666667,-120.7483333,CA
"NEBO PEAK",2007,Lightning,2.5,39.78222222,-111.7544444,UT
"TRAPPER RIDGE",2007,Lightning,50,44.02277778,-115.3527778,ID
"WILD HORSE",2007,Lightning,2.5,43.80416667,-116.0027778,ID
"CRAZY HORSE",2007,Lightning,2.5,43.79444444,-116.0105556,ID
"ROCK CREEK # 1",2007,Arson,5,34.92888889,-92.96388889,AR
"TADLOCK FIRE",2007,Arson,5,32.24583333,-89.51222222,MS
"MYERS CEMETARY",2007,Arson,5,32.24583333,-89.51222222,MS
"TADLOCK ROAD #2",2007,Arson,5,32.2525,-89.50888889,MS
BRANCH,2007,"Debris Burning",5,32.06916667,-89.53027778,MS
"HOOT OWL",2007,Arson,15,32.15333333,-89.57333333,MS
"SNAG PATCH",2007,Lightning,5,32.10861111,-89.59555556,MS
"RUSTY BUCK",2007,Miscellaneous,10,34.03861111,-88.92111111,MS
MIA,2007,Lightning,2.5,45.20333333,-108.635,MT
HUMMER,2007,Arson,10,34.57666667,-89.275,MS
"MIDDLE FORK",2007,Lightning,2.5,40.00777778,-111.0155556,UT
HOODO,2007,Arson,5,34.45083333,-89.205,MS
RECON,2007,Arson,5,34.60833333,-89.30166667,MS
"BRISK #1",2007,Arson,10,34.635,-89.38666667,MS
"BRISK #2",2007,Arson,5,34.635,-89.38666667,MS
RAIL,2007,Lightning,2.5,44.43333333,-112.2027778,ID
"TWIN PEAKS",2007,Lightning,2.5,42.42527778,-112.3886111,ID
"CIRCLE J #1",2007,Arson,5,34.87166667,-88.99666667,MS
"CHINAULT GULLY",2007,Arson,15,34.46333333,-89.42166667,MS
ISLAND,2007,Campfire,2.5,40.76,-122.2594444,CA
"MIDNIGHT #1",2007,Arson,5,33.94666667,-89.79611111,MS
"MIDNIGHT #2",2007,Arson,5,33.94666667,-88.79833333,MS
"MIDNIGHT #3",2007,Arson,5,33.96111111,-89.79611111,MS
DEAN,2007,Lightning,2.5,41.7125,-123.76,CA
"MIDNIGHT #4",2007,Arson,5,33.93972222,-88.7925,MS
BEAR,2007,Lightning,10,41.83388889,-123.7372222,CA
"BLACK CANYON",2007,Lightning,25,42.0225,-112.1041667,ID
"MIDNIGHT #5",2007,Arson,5,33.93972222,-88.7925,MS
TWIN,2007,Lightning,5,41.86861111,-123.7325,CA
RIGGS,2007,Lightning,2.5,36.56833333,-112.3316667,AZ
BOW,2007,Campfire,2.5,39.45166667,-106.3213889,CO
"SCHRIEBER CREEK",2007,Smoking,2.5,48.12333333,-115.4263889,MT
FOXTROT,2007,Lightning,2.5,36.57361111,-112.2591667,AZ
"WEST TROUT",2007,Lightning,2.5,47.96916667,-92.33583333,MN
BROWNS,2007,Lightning,2.5,36.3675,-112.4402778,AZ
"SHEEPHORN CREEK",2007,Lightning,2.5,39.8125,-106.4302778,CO
ROCK,2007,Lightning,5,36.81111111,-112.1633333,AZ
"SNAKE RIVER",2007,Campfire,2.5,39.61888889,-105.9230556,CO
"FLY CREEK",2007,Lightning,2.5,47.09222222,-115.4675,ID
"CHIEF MOUNTAIN",2007,Campfire,2.5,39.58722222,-106.1122222,CO
COPPER,2007,Lightning,5,47.05611111,-115.4005556,ID
"SADDLE CANYON",2007,Lightning,10,36.35083333,-111.9375,AZ
"HILO SILVER",2007,Lightning,2.5,47.12527778,-115.7294444,ID
JACK,2007,Lightning,2.5,36.67916667,-112.2366667,AZ
SAN_JUAN_5,2007,Campfire,2.5,33.60694444,-117.4327778,CA
"KINGS FERRY FIRE",2007,Children,5,37.59555556,-89.45694444,IL
RED,2007,Lightning,2.5,33.795,-116.7430556,CA
91,2007,Miscellaneous,5,33.87777778,-117.6566667,CA
"NORTHWEST PEAK",2007,Lightning,2.5,48.99777778,-115.9963889,MT
"OLD MAN",2007,Lightning,2.5,47.07555556,-115.5861111,ID
"JUNCTION CREEK",2007,Lightning,5,47.08861111,-115.53,ID
FALCON,2007,Campfire,2.5,33.39055556,-117.2716667,CA
PENNY,2007,"Equipment Use",2.5,33.655,-117.4038889,CA
"OTHER FIRE 1",2007,Miscellaneous,5,37.64277778,-88.36027778,IL
FRACAS,2007,Lightning,2.5,36.6375,-112.2494444,AZ
DP3,2007,Lightning,2.5,47.11416667,-116.2316667,ID
DUMPSTER,2007,"Debris Burning",2.5,36.41222222,-112.1336111,AZ
STOLL,2007,Lightning,2.5,39.00222222,-105.5041667,CO
"ZION CREEK",2007,Lightning,5,48.99333333,-116.3780556,ID
"BLACK CREEK",2007,Lightning,2.5,40.48083333,-105.4375,CO
"FUZZY BENNETT",2007,Lightning,2.5,47.17583333,-115.5616667,ID
PINEAPPLE,2007,Lightning,2.5,47.09194444,-115.6163889,ID
"NORTH SHARROTT",2007,Lightning,2.5,46.515,-114.1963889,MT
"ELBOW RIDGE",2007,Lightning,2.5,46.99166667,-115.3525,ID
"BEAVER CREEK",2007,Lightning,2.5,39.30888889,-106.03,CO
"OTTER PEAK",2007,Lightning,5,47.01111111,-115.3786111,ID
SLIPPERY,2007,Lightning,2.5,40.55805556,-107.0369444,CO
TREGO,2007,Lightning,5,47.27111111,-115.8533333,ID
BRUCE,2007,Lightning,5,44.44416667,-115.3411111,ID
LARKINS,2007,Lightning,5,46.96444444,-115.6427778,ID
"ONE HORSE",2007,Lightning,2.5,46.64888889,-114.1411111,MT
"LONG SCRAGGY",2007,Lightning,2.5,39.34111111,-105.2066667,CO
"WILLOW CREEK",2007,Lightning,5,43.94444444,-115.5258333,ID
"TIE CHUTE #1",2007,Lightning,2.5,46.65916667,-114.1533333,MT
"FRENCH CREEK",2007,Lightning,2.5,43.75055556,-115.6866667,ID
"FINN ROCK",2007,Lightning,5,44.42722222,-115.6811111,ID
"LAWSON CREEK",2007,Lightning,2.5,40.16666667,-106.8030556,CO
INDIAN,2007,Lightning,2.5,40.04361111,-120.7858333,CA
SUNNYSIDE,2007,"Debris Burning",10,47.21361111,-115.2177778,MT
BOUNDARY,2007,Lightning,2.5,32.71416667,-116.4908333,CA
WILLOWS,2007,"Equipment Use",2.5,32.83416667,-116.7261111,CA
JUNGLE,2007,Miscellaneous,10,31.37194444,-88.70611111,MS
THUMB,2007,Lightning,2.5,34.54333333,-112.5377778,AZ
EIGHT,2007,"Equipment Use",2.5,32.81888889,-116.5327778,CA
LOANOKE,2007,Arson,5,34.70666667,-89.27222222,MS
"SPRING CREEK",2007,Arson,15,34.65833333,-89.39333333,MS
"WINDY MILL",2007,Arson,10,34.59333333,-89.34,MS
COLLIER,2007,Arson,10,34.65638889,-89.23416667,MS
373A,2007,Campfire,2.5,34.52833333,-112.5322222,AZ
"DUNCAN LAKE",2007,Arson,5,34.71833333,-89.11861111,MS
"PUPPY HILL",2007,Arson,10,34.60333333,-89.41666667,MS
SKYLINE,2007,Lightning,2.5,34.56722222,-112.5669444,AZ
